ID	pred_ID	org_class	pred_class
T96060020186	Mix	GO:0005768,GO:0005829,GO:0016020	GO:0005768
T100900011976	Mix		GO:0005886
T5592920002854	Mix	GO:0030687,GO:0070545	GO:0005634,GO:0005730,GO:0005794,GO:0005886
T100900008833	Mix	GO:0005576	GO:0005576,GO:0005615
T96060011765	Mix	GO:0070062	GO:0005794,GO:0005886
T100900002908	Mix	GO:0031012	GO:0005576,GO:0005615,GO:0005788,GO:0005794,GO:0005886
T96060000307	Mix	GO:0005794,GO:0070062,GO:0097038	GO:0005886,GO:0008021,GO:0005615,GO:0005634,GO:0005737,GO:0005794
T96060016824	Mix	GO:0005759,GO:0005829	GO:0005737,GO:0005759,GO:0005794
T833330000887	Mix		GO:0005737,GO:0005794
T72270002597	Mix	GO:0005886,GO:0031201,GO:0043195	GO:0005886
T96060008718	Mix	GO:0070062	GO:0005794,GO:0005886,GO:0008021
T96060007338	Mix	GO:0005719	GO:0000790
T100900009855	Mix	GO:0005768,GO:0016328,GO:0045211	GO:0005634,GO:0005737
T37020000974	Mix		GO:0005634
T96060012325	Mix	GO:0016020	GO:0005794
T100900014609	Mix	GO:0005634	GO:0000346,GO:0000347,GO:0000445
T96060001984	Mix	GO:0005891	GO:0005794
T96060009519	Mix	GO:0070062	GO:0005886
T96060016443	Mix	GO:0005634,GO:0005739	GO:0005794
T5592920000112	Mix	GO:0031305	GO:0005739
T96060014738	Mix		GO:0005634,GO:0005730
T96060014082	Mix	GO:0005615,GO:0005886,GO:0005925,GO:0070062	GO:0005886,GO:0005794
T833330002106	Mix		GO:0005794
T5592920006305	Mix	GO:0071821	GO:0005634
T96060003775	Mix	GO:0070062	GO:0043005,GO:0005794
T96060018798	Mix	GO:0005634,GO:0005737	GO:0005886,GO:0002142,GO:0005634
T5592920003599	Mix	GO:0005739	GO:0005739
T96060002842	Mix	GO:0005789	GO:0005789
T96060014525	Mix	GO:0005829,GO:0016020,GO:0034066	GO:0005794,GO:0005886
T96060012056	Mix	GO:0005886	GO:0005886
T96060009997	Mix	GO:0016020	GO:0005794,GO:0005886
T833330000553	Mix	GO:0005829	GO:0005634,GO:0005794
T37020010537	Mix	GO:0009535,GO:0009543,GO:0009570,GO:0009941	GO:0016020,GO:0005794
T96060015266	Mix	GO:0005789,GO:0005886	GO:0005794
T96060005340	Mix		GO:0005634,GO:0005730,GO:0005737,GO:0005794,GO:0005829
T100900014699	Mix	GO:0005634,GO:0005938,GO:0043234	GO:0005794,GO:0005886
T96060011286	Mix	GO:0005730	GO:0005634
T96060010817	Mix	GO:0070062,GO:0072562	GO:0005576
T96060015749	Mix	GO:0005829	GO:0005794
T100900006453	Mix		GO:0005794
T96060015759	Mix	GO:0005829	GO:0005794
T96060009375	Mix	GO:0005615,GO:0070062	GO:0005794
T833330001130	Mix		GO:0005634
T100900000184	Mix		GO:0005737
T100900000205	Mix	GO:0005737,GO:0005886	GO:0005886,GO:0005576,GO:0005615,GO:0005794,GO:0008021
T96060020207	Mix	GO:0005634	GO:0001669,GO:0002199,GO:0005794
T100900014956	Mix	GO:0005886	GO:0005886
T100900016428	Mix		GO:0005634,GO:0005730,GO:0005737
T100900003859	Mix	GO:0005743	GO:0005739
T96060016054	Mix	GO:0000790,GO:0016514,GO:0017053	GO:0005634,GO:0005730,GO:0005794,GO:0005886
T96060001549	Mix	GO:0005737,GO:0034464	GO:0005737,GO:0005794
T2848120001778	Mix	GO:0005826,GO:0005829,GO:0070648	GO:0005794,GO:0005826
T96060013209	Mix		GO:0005622
T96060012407	Mix	GO:0005634,GO:0070062	GO:0005739,GO:0005759
T96060001789	Mix	GO:0070062	GO:0005794
T96060005533	Mix		GO:0005794
T96060016499	Mix	GO:0016607	GO:0005634,GO:0005654,GO:0005730
T96060011480	Mix	GO:0005730	GO:0005634
T100900010690	Mix	GO:0005968	GO:0005794
T96060020082	Mix	GO:0005634	GO:0005634,GO:0005730,GO:0005737
T96060013771	Mix	GO:0070062	GO:0005886,GO:0005794
T96060002590	Mix	GO:0009897	GO:0005886,GO:0005794
T96060018054	Mix	GO:0005730	GO:0005737
T100900005921	Mix	GO:0005615	GO:0005576
T96060019945	Mix	GO:0005730	GO:0005634,GO:0005730
T100900004661	Mix		GO:0005622
T100900015887	Mix		GO:0005576
T100900007492	Mix		GO:0005654,GO:0005730,GO:0005794
T96060014025	Mix	GO:0070062	GO:0005794
T96060002942	Mix	GO:0005737,GO:0005886,GO:0030054	GO:0005737
T37020012017	Mix		GO:0005794
T96060009192	Mix	GO:0005615	GO:0005794
T96060019581	Mix	GO:0005794	GO:0005783,GO:0005789
T2089640000026	Mix		GO:0005794
T96060000560	Mix	GO:0005829,GO:0005844,GO:0035068	GO:0000932,GO:0005794
T100900003604	Mix	GO:0031252,GO:0043234	GO:0005794
T96060006887	Mix	GO:0070062	GO:0005794,GO:0000139,GO:0005886
T833330001222	Mix		GO:0005634,GO:0005688,GO:0005730,GO:0005794
T96060000990	Mix	GO:0005739	GO:0005615
T96060019844	Mix	GO:0070062	GO:0005634,GO:0005730,GO:0005737
T79550000920	Mix	GO:0005764	GO:0005739,GO:0005764
T96060017586	Mix	GO:0005634	GO:0005739,GO:0005743
T96060010543	Mix	GO:0070062	GO:0005794,GO:0005768
T96060013098	Mix	GO:0005634	GO:0005634,GO:0005794
T446890002705	Mix	GO:0005886	GO:0005886,GO:0005634,GO:0005730,GO:0005737,GO:0005794,GO:0005829,GO:0008021,GO:0016020
T2089640000159	Mix		GO:0005739
T96060018630	Mix	GO:0070062	GO:0005737,GO:0005794
T96060006191	Mix	GO:0005577,GO:0009897,GO:0031093,GO:0070062,GO:0072562	GO:0005886,GO:0005576,GO:0005615,GO:0005794,GO:0008021,GO:0009897,GO:0009986
T96060015080	Mix		GO:0000176,GO:0005737
T96060018234	Mix	GO:0005634	GO:0001669,GO:0005737,GO:0005794
T833330002423	Mix	GO:0022627	GO:0005739
T833330003226	Mix		GO:0005737
T5592920000525	Mix	GO:0005886,GO:0030479,GO:0043332	GO:0005737,GO:0005794,GO:0005886
T96060012731	Mix	GO:0005654,GO:0005663,GO:0005730,GO:0005739,GO:0005813,GO:0016020,GO:0043596,GO:0070062,GO:0070557	GO:0005634,GO:0005654,GO:0005663,GO:0005730,GO:0005737,GO:0005794,GO:0005886,GO:0008021
T5592920001211	Mix	GO:0030134	GO:0005794
T100900013126	Mix	GO:0000776,GO:0000780	GO:0000775,GO:0000776,GO:0000780
T96060019575	Mix	GO:0005783,GO:0005794	GO:0005783
T96060000102	Mix	GO:0000139,GO:0005765,GO:0009986,GO:0012507,GO:0030669,GO:0031902,GO:0032588,GO:0042613,GO:0070062,GO:0071556	GO:0005886,GO:0000139,GO:0005765,GO:0005794,GO:0008021,GO:0012507,GO:0016020,GO:0030658,GO:0030666,GO:0030669
T100900007438	Mix	GO:0005739	GO:0005739
T96060009248	Mix	GO:0005886,GO:0071748,GO:0071751,GO:0071756,GO:0072562	GO:0005886,GO:0005576
T96060004456	Mix	GO:0005737,GO:0016020	GO:0005635
T96060007455	Mix	GO:0005886	GO:0005886
T96060004634	Mix	GO:0016020	GO:0005634,GO:0005684
T96060004676	Mix	GO:0005765,GO:0070062	GO:0005769,GO:0005770,GO:0005794,GO:0005886
T100900001346	Mix	GO:0005634	GO:0005794
T96060005279	Mix	GO:0016020	GO:0005794,GO:0005874
T96060006552	Mix	GO:0070062	GO:0005576
T100900004343	Mix		GO:0005737,GO:0005794,GO:0005886
T96060005522	Mix	GO:0005730,GO:0005737	GO:0005886,GO:0005634,GO:0005730,GO:0005737
T96060010738	Mix	GO:0000776,GO:0000785	GO:0000777,GO:0000785,GO:0005634,GO:0005643,GO:0005794,GO:0005829,GO:0005886
T96060018073	Mix		GO:0005886,GO:0005737
T96060000533	Mix	GO:0008023	GO:0005634
T5592920001724	Mix	GO:0000932,GO:0010494	GO:0005794
T96060009496	Mix	GO:0005925	GO:0005622
T37020010688	Mix		GO:0005886
T2089640000690	Mix		GO:0005737,GO:0005739
T833330002833	Mix	GO:0055052	GO:0016020,GO:0005794
T96060016531	Mix	GO:0070062	GO:0005783,GO:0005784
T96060002979	Mix	GO:0070062	GO:0005703,GO:0005705
T96060006983	Mix	GO:0002178,GO:0005795,GO:0031228,GO:0070062	GO:0005794
T5592920003639	Mix	GO:0005628	GO:0005634,GO:0005737,GO:0005794
T96060005680	Mix	GO:0070062	GO:0005886,GO:0005737,GO:0005794
T96060019582	Mix	GO:0005886	GO:0005886,GO:0005794
T96060016358	Mix	GO:0070062	GO:0005794
T96060013931	Mix	GO:0005615,GO:0005783,GO:0031012,GO:0070062	GO:0005615,GO:0005783,GO:0005794
T37020002246	Mix		GO:0005634
T5592920006075	Mix	GO:0005737,GO:0005935	GO:0005737
T96060004755	Mix	GO:0070062	GO:0005794,GO:0005813
T96060007401	Mix		GO:0005743
T96060009321	Mix	GO:0005925,GO:0070062	GO:0005737,GO:0005794
T96060018950	Mix	GO:0005768,GO:0071203	GO:0005768,GO:0005794
T5592920005187	Mix	GO:0071821	GO:0005794
T100900012055	Mix	GO:0030425,GO:0043025	GO:0005886
T72270000684	Mix	GO:0005884,GO:0005912,GO:0005938,GO:0012506,GO:0016324,GO:0032154,GO:0035230	GO:0005794,GO:0005884,GO:0005886,GO:0005912,GO:0005938,GO:0008021
T96060008451	Mix	GO:0070062	GO:0005576
T96060012865	Mix	GO:0005730,GO:0016020,GO:0035327,GO:0071339	GO:0005794
T79550001951	Mix	GO:0005634	GO:0000792,GO:0005634,GO:0005794,GO:0005829
T96060017090	Mix	GO:0036064,GO:0072372	GO:0005737,GO:0005794
T72270000186	Mix		GO:0000794,GO:0005634
T101160001163	Mix	GO:0005634,GO:0005737	GO:0005634,GO:0005794
T100900010658	Mix	GO:0005605,GO:0005796	GO:0005578,GO:0005604,GO:0005605,GO:0005794
T96060010929	Mix	GO:0070062	GO:0005794,GO:0005811
T96060017247	Mix	GO:0005634	GO:0005794
T96060011882	Mix	GO:0005886	GO:0005886
T833330000847	Mix		GO:0005886,GO:0005576,GO:0005618,GO:0005794
T101160000151	Mix	GO:0005892	GO:0005886,GO:0005794,GO:0005892
T5592920006222	Mix	GO:0005628	GO:0005576
T833330001044	Mix	GO:0005737	GO:0005737
T2089640000358	Mix		GO:0005794
T96060003903	Mix	GO:0030133,GO:0070062	GO:0005794
T100900008012	Mix	GO:0005634	GO:0005886,GO:0005634,GO:0005737,GO:0005794
T72270001629	Mix	GO:0005737,GO:0005886,GO:0016028,GO:0070451	GO:0005886,GO:0005634,GO:0005737,GO:0005794
T72270001287	Mix	GO:0005737,GO:0005886	GO:0005794
T96060006285	Mix	GO:0070062	GO:0005794
T96060015603	Mix	GO:0005615	GO:0030672,GO:0005794
T100900013669	Mix	GO:0005615	GO:0005794,GO:0005886,GO:0005764,GO:0005768,GO:0008021
T100900008845	Mix	GO:0005887,GO:0032588	GO:0005794
T100900000796	Mix	GO:0005623	GO:0005886,GO:0005604,GO:0005794
T96060014346	Mix	GO:0070062	GO:0005576
T96060006376	Mix	GO:0005615	GO:0043005,GO:0005794,GO:0005886
T96060008073	Mix	GO:0005929	GO:0005794,GO:0005814,GO:0005886,GO:0005929,GO:0005930,GO:0005932,GO:0008021,GO:0016020
T96060006223	Mix	GO:0016020	GO:0005739,GO:0005740,GO:0005794
T96060018553	Mix		GO:0005794,GO:0005886,GO:0005929
T96060012920	Mix	GO:0070062,GO:0097228	GO:0005794
T96060000633	Mix	GO:0005634	GO:0005634
T96060017770	Mix	GO:0005783	GO:0005783
T96060013423	Mix	GO:0005634,GO:0005737,GO:0005886	GO:0005737,GO:0005794
T96060006629	Mix	GO:0016020	GO:0005794
T100900013880	Mix		GO:0005737,GO:0005794
T2243080000735	Mix		GO:0005739
T96060009134	Mix		GO:0005634,GO:0005737,GO:0005794
T100900007880	Mix	GO:0005739	GO:0005739
T100900012252	Mix		GO:0005576
T96060018680	Mix	GO:0070062	GO:0005886
T101160001091	Mix		GO:0005634,GO:0005737
T37020005510	Mix		GO:0005634,GO:0005794
T2089640001210	Mix		GO:0005794
T96060012975	Mix	GO:0005654,GO:0015629,GO:0035102	GO:0005634,GO:0005794,GO:0005886,GO:0008021
T5592920006440	Mix	GO:0005628	GO:0005783,GO:0005794
T100900014105	Mix	GO:0005623	GO:0008021,GO:0016020,GO:0030672,GO:0005794,GO:0005886,GO:0030285,GO:0042734,GO:0043005
T96060010436	Mix	GO:0005730	GO:0005794
T96060007678	Mix	GO:0016020	GO:0005794
T100900001007	Mix		GO:0005794,GO:0005634,GO:0005730,GO:0005737
T96060015422	Mix	GO:0070062	GO:0005737
T96060011046	Mix	GO:0005739,GO:0016020,GO:0070062	GO:0005739
T96060008727	Mix	GO:0008076	GO:0005794
T100900002392	Mix	GO:0005739	GO:0005739
T96060018763	Mix	GO:0005765,GO:0005829,GO:0070062	GO:0005794
T37020000006	Mix	GO:0005618,GO:0005634,GO:0005739,GO:0005773,GO:0005794,GO:0005829,GO:0005886,GO:0009506,GO:0009507	GO:0005794,GO:0005871
T100900006099	Mix	GO:0005654	GO:0000790
T96060016142	Mix	GO:0070062	GO:0005794,GO:0005886
T96060016748	Mix	GO:0000836,GO:0070062	GO:0005730,GO:0005739
T96060018743	Mix	GO:0000139,GO:0005764,GO:0005768,GO:0009986	GO:0000139,GO:0005764,GO:0005768
T96060012530	Mix	GO:0070062	GO:0005576,GO:0005634,GO:0005794
T96060013590	Mix	GO:0005634,GO:0070062	GO:0005615
T96060017669	Mix	GO:0070062	GO:0005886,GO:0000324
T100900002553	Mix	GO:0005923	GO:0005794
T100900004337	Mix	GO:0071541	GO:0005794
T100900005497	Mix		GO:0016020
T96060014140	Mix	GO:0005829,GO:0005886	GO:0005794
T37020002522	Mix	GO:0005886	GO:0005794
T37020012050	Mix		GO:0005634
T100900007351	Mix	GO:0044224	GO:0005794
T100900001029	Mix	GO:0005737,GO:0005874,GO:0030496,GO:0072687,GO:0097431	GO:0000922,GO:0005794
T96060005271	Mix	GO:0005634,GO:0005737,GO:0033588	GO:0005634,GO:0005737,GO:0005794
T96060013190	Mix	GO:0070062	GO:0005764
T100900008079	Mix	GO:0030027,GO:0031941	GO:0005634,GO:0005737,GO:0005794,GO:0005829
T96060003347	Mix	GO:0070062	GO:0005615,GO:0005794
T96060012599	Mix	GO:0005634	GO:0005794,GO:0005737,GO:0005813,GO:0005886
T37020001282	Mix		GO:0005634
T100900015842	Mix	GO:0016328	GO:0005886,GO:0005794,GO:0005911,GO:0008021,GO:0016020,GO:0016323
T2848120002951	Mix	GO:0005634,GO:0005829,GO:0044732	GO:0005634,GO:0005794,GO:0005816,GO:0005829
T100900005463	Mix	GO:0005886	GO:0005794
T2089640000353	Mix		GO:0005886
T72270002614	Mix	GO:0012505	GO:0005794
T72270002509	Mix	GO:0012505	GO:0005794
T100900015339	Mix		GO:0005794
T96060009178	Mix	GO:0005615,GO:0070062	GO:0005794,GO:0005882
T2730570000038	Mix		GO:0005737
T96060018049	Mix	GO:0070062	GO:0001669
T96060004278	Mix	GO:0070062	GO:0005794,GO:0005886,GO:0005932
T96060014321	Mix	GO:0070062	GO:0005794
T96060010965	Mix	GO:0005844,GO:0031417	GO:0008021,GO:0005794,GO:0005886,GO:0014069,GO:0016020,GO:0030425
T96060011706	Mix	GO:0005634,GO:0005737	GO:0005634,GO:0005737
T37020006737	Mix	GO:0005747	GO:0005739
T96060007491	Mix	GO:0005739,GO:0070062	GO:0005737
T96060006241	Mix	GO:0005925,GO:0070062	GO:0005794
T96060007480	Mix	GO:0070062	GO:0005794
T79550001107	Mix		GO:0005634,GO:0005730,GO:0005737
T100900009069	Mix	GO:0005623	GO:0005622,GO:0005764,GO:0005794
T96060006800	Mix	GO:0005634,GO:0030054	GO:0005737,GO:0005794,GO:0005886
T96060006941	Mix	GO:0005634	GO:0005634,GO:0005737,GO:0005794
T96060010153	Mix	GO:0005886	GO:0005764,GO:0005770
T2089640000590	Mix		GO:0005886
T37020000011	Mix		GO:0005794,GO:0005875
T100900013085	Mix	GO:0042382	GO:0005794
T96060007955	Mix	GO:0005829,GO:0016020	GO:0016020
T96060016625	Mix	GO:0005741,GO:0005789,GO:0030659	GO:0005741,GO:0005789,GO:0005794
T96060003563	Mix	GO:0005595,GO:0005615,GO:0005788,GO:0070062	GO:0005576,GO:0005615,GO:0005788,GO:0005794,GO:0005886
T72270000866	Mix		GO:0005615
T96060013361	Mix	GO:0005634	GO:0005654
T96060001865	Mix	GO:0005615,GO:0005887	GO:0005615
T96060018543	Mix		GO:0005737
T96060000555	Mix	GO:0016020	GO:0005794,GO:0005886
T96060007369	Mix	GO:0005615,GO:0005654,GO:0070062	GO:0000790
T833330001051	Mix	GO:0005829	GO:0005886
T2089640000021	Mix		GO:0005794
T96060013275	Mix	GO:0005886	GO:0005886
T96060004670	Mix	GO:0016020	GO:0005783
T96060009882	Mix	GO:0005634	GO:0005615
T2089640000091	Mix		GO:0005634,GO:0005794
T96060003369	Mix	GO:0005634	GO:0005794,GO:0005886,GO:0008021
T100900001173	Mix		GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005794,GO:0005886,GO:0008021,GO:0016020
T96060017687	Mix	GO:0070062	GO:0001411,GO:0005794
T37020001407	Mix		GO:0005634
T96060006269	Mix	GO:0005634	GO:0005634,GO:0005730
T96060004110	Mix	GO:0005886	GO:0005886
T5592920000826	Mix	GO:0005737	GO:0005737
T72270000255	Mix	GO:0001725,GO:0005884	GO:0005794
T96060008833	Mix	GO:0072562	GO:0000123,GO:0000785,GO:0005634,GO:0005794,GO:0005829
T96060013295	Mix	GO:0005634	GO:0005634
T96060014706	Mix	GO:0005634,GO:0005737	GO:0005794
T96060013061	Mix	GO:0016020	GO:0005789
T96060019721	Mix	GO:0000776,GO:0005634	GO:0005634,GO:0005730
T96060003777	Mix	GO:0070062	GO:0016020,GO:0005794,GO:0005886
T96060006272	Mix	GO:0005634	GO:0005886,GO:0005737,GO:0005794,GO:0005911
T37020011161	Mix	GO:0043234	GO:0005794
T96060009625	Mix	GO:0030054	GO:0005886,GO:0016020
T100900008739	Mix	GO:0005739,GO:0034704	GO:0005739,GO:0005794
T96060011148	Mix	GO:0005634,GO:0005794,GO:0005813,GO:0070062	GO:0005794,GO:0005634,GO:0005730,GO:0005737,GO:0005813
T2848120003794	Mix		GO:0005634,GO:0005643,GO:0005737,GO:0005794,GO:0005886
T100900011069	Mix		GO:0005737
T101160004915	Mix	GO:0005634,GO:0005737	GO:0005794
T96060009771	Mix	GO:0005576,GO:0031012	GO:0005576,GO:0005794
T100900012748	Mix	GO:0032809,GO:0043005	GO:0005886
T96060014343	Mix	GO:0070062	GO:0005794,GO:0005829
T96060013740	Mix	GO:0070062	GO:0005794,GO:0005886
T96060013566	Mix	GO:0016020	GO:0005886,GO:0005737
T96060017188	Mix	GO:0005730,GO:0005813,GO:0005829,GO:0005874,GO:0070062	GO:0005730,GO:0005737,GO:0005794,GO:0005813,GO:0005829
T100900010840	Mix	GO:0005623	GO:0005794,GO:0005829,GO:0005886
T96060000574	Mix	GO:0005813,GO:0005911,GO:0005912,GO:0036064,GO:0072372	GO:0005794,GO:0005813,GO:0005886,GO:0005911,GO:0005912
T96060015632	Mix	GO:0070062	GO:0005576,GO:0005615
T100900001430	Mix	GO:0005623	GO:0005615,GO:0005737,GO:0005794
T96060001618	Mix	GO:0070062	GO:0005737,GO:0005794
T96060008622	Mix	GO:0005634,GO:0009986,GO:0045095	GO:0005794
T96060007060	Mix	GO:0005730,GO:0005737,GO:0005886	GO:0005634
T96060018322	Mix	GO:0005634,GO:0005737	GO:0005737,GO:0005794
T96060006071	Mix	GO:0005794,GO:0031467,GO:0048471	GO:0005794,GO:0005886,GO:0008021
T96060009456	Mix		GO:0005634
T96060010962	Mix	GO:0031415,GO:0070062	GO:0005737
T100900015345	Mix	GO:0009986,GO:0097197	GO:0005794
T2089640000269	Mix		GO:0005618
T96060004005	Mix	GO:0005925	GO:0005634
T100900006427	Mix	GO:0036019,GO:0061474	GO:0005886,GO:0005576,GO:0005794
T96060006695	Mix	GO:0043234	GO:0005615
T96060007911	Mix	GO:0005887	GO:0005794
T96060013277	Mix	GO:0005886,GO:0030027	GO:0005886
T2089640000028	Mix		GO:0005886
T100900001167	Mix	GO:0031012	GO:0005578
T96060017679	Mix	GO:0005634	GO:0005794,GO:0005886,GO:0005634,GO:0005730,GO:0005737,GO:0008021
T100900013811	Mix		GO:0005634,GO:0005654
T96060008397	Mix		GO:0005783
T100900013932	Mix		GO:0005634,GO:0005730,GO:0005737
T100900012724	Mix	GO:0005886	GO:0005886
T96060018795	Mix	GO:0005576,GO:0031093	GO:0005576,GO:0005794
T96060006426	Mix	GO:0070062	GO:0005794
T96060017508	Mix	GO:0005887,GO:0009897,GO:0010008,GO:0046696,GO:0048471	GO:0005886,GO:0005737,GO:0005794,GO:0005887,GO:0008021,GO:0009897,GO:0010008
T96060010348	Mix	GO:0070062	GO:0005739,GO:0005794
T96060006851	Mix	GO:0005634,GO:0005794	GO:0005634
T100900011415	Mix	GO:0005634	GO:0005634
T96060018194	Mix	GO:0005886,GO:0070062	GO:0016020,GO:0005794
T100900014743	Mix		GO:0005886,GO:0005737
T2848120002072	Mix	GO:0005634	GO:0005634
T96060018657	Mix	GO:0048786	GO:0005886
T96060019536	Mix	GO:0008023,GO:0015030,GO:0035327,GO:0035363	GO:0005634
T5592920002538	Mix	GO:0005739,GO:0005844,GO:0030687	GO:0005737,GO:0005739,GO:0005794
T96060020187	Mix	GO:0005886,GO:0030659,GO:0043234	GO:0005634
T96060005190	Mix	GO:0016020	GO:0005634
T833330001945	Mix		GO:0005794
T100900006089	Mix	GO:0005654	GO:0000786,GO:0005794
T96060002076	Mix	GO:0005634	GO:0005794
T2848120000420	Mix	GO:0005634,GO:0005829	GO:0000781,GO:0005634,GO:0005794
T96060018628	Mix	GO:0070062	GO:0005634
T96060010958	Mix	GO:0070062	GO:0005886,GO:0005634,GO:0005730,GO:0005737
T96060015405	Mix	GO:0043234	GO:0005794
T96060006719	Mix	GO:0005739,GO:0005783,GO:0005829,GO:0070062	GO:0005794
T96060004057	Mix	GO:0005634	GO:0005634,GO:0005794,GO:0005886
T100900011852	Mix	GO:0005789,GO:0044317,GO:0045177	GO:0000329
T100900014274	Mix	GO:0005813	GO:0005794
T2730570000069	Mix		GO:0005886
T96060009865	Mix	GO:0070062	GO:0005794
