ID	pred_ID	org_class	pred_class
T96060001632	Mix	GO:0070062	GO:0005634,GO:0005794
T96060010175	Mix	GO:0005886,GO:0022627	GO:0005737,GO:0005794,GO:0005829
T833330002881	Mix	GO:0005829,GO:0016020	GO:0000790
T2089640000789	Mix		GO:0005739
T100900002263	Mix		GO:0005634,GO:0005794
T96060007180	Mix		GO:0005615,GO:0005794
T2089640000547	Mix		GO:0005886,GO:0005576,GO:0005618,GO:0005794
T446890002337	Mix		GO:0005737,GO:0005794,GO:0005886,GO:0005887
T37020007689	Mix		GO:0043005,GO:0005615,GO:0005791,GO:0005794,GO:0005802,GO:0005886,GO:0008021,GO:0016020,GO:0030141,GO:0030425
T5592920000681	Mix	GO:0005852	GO:0005737,GO:0005794
T100900004136	Mix	GO:0005737,GO:0016323,GO:0016324	GO:0005634,GO:0005730,GO:0005794
T100900015348	Mix		GO:0005794
T96060013436	Mix		GO:0005794
T2089640000511	Mix		GO:0005576,GO:0005794
T96060005363	Mix	GO:0070062	GO:0005783
T96060019564	Mix	GO:0005783	GO:0005794
T96060005578	Mix	GO:0070062	GO:0005794
T96060008160	Mix	GO:0072536	GO:0005794
T96060006231	Mix		GO:0005634
T833330000363	Mix		GO:0005794
T96060019157	Mix	GO:0005657,GO:0005813,GO:0033063	GO:0005886,GO:0005737,GO:0005794
T96060009335	Mix		GO:0005730,GO:0005794
T96060004163	Mix	GO:0005634,GO:0005829	GO:0005634,GO:0005730,GO:0005737,GO:0005794
T96060005396	Mix	GO:0070062	GO:0005769,GO:0005794
T100900013975	Mix	GO:0005886	GO:0016020
T72270002994	Mix	GO:0005634,GO:0035370,GO:0048471	GO:0005634,GO:0005794
T100900000902	Mix		GO:0005634,GO:0005794
T96060019845	Mix	GO:0005615	GO:0005634,GO:0005730,GO:0005737,GO:0005794
T96060000526	Mix	GO:0005634,GO:0005737,GO:0005886	GO:0005794
T100900002732	Mix	GO:0016323,GO:0016324	GO:0005794,GO:0005886
T96060019810	Mix	GO:0005634,GO:0005737	GO:0005634,GO:0005739
T96060002112	Mix	GO:0070062	GO:0005789
T100900014952	Mix		GO:0005794
T100900013537	Mix		GO:0005634,GO:0005794
T96060006211	Mix	GO:0016020	GO:0005783
T96060000698	Mix	GO:0005634	GO:0005794
T72270001734	Mix	GO:0005634	GO:0005634
T5592920006298	Mix	GO:0005811	GO:0005794
T96060002069	Mix	GO:0005634,GO:0030424,GO:0030425,GO:0043025,GO:0070062	GO:0005634
T96060002558	Mix	GO:0009986	GO:0005615
T100900000082	Mix		GO:0016020
T96060001239	Mix	GO:0016020	GO:0005576
T96060004044	Mix	GO:0015629	GO:0005794
T96060003291	Mix	GO:0005886	GO:0005886
T100900001594	Mix	GO:0016021	GO:0005634,GO:0005794
T96060006366	Mix	GO:0005634,GO:0005829,GO:0008043,GO:0070062	GO:0005794,GO:0005829
T100900010886	Mix	GO:0002080	GO:0005886,GO:0005615
T96060012437	Mix	GO:0070062	GO:0005886,GO:0005794
T96060018142	Mix	GO:0005886	GO:0005794,GO:0005886
T100900010955	Mix	GO:0005783	GO:0005794
T100900012201	Mix	GO:0005829	GO:0005794
T96060010494	Mix	GO:0042406	GO:0005615,GO:0005634,GO:0005794,GO:0005886,GO:0008021
T37020005121	Mix		GO:0005634,GO:0005737
T96060005885	Mix	GO:0005634	GO:0005634,GO:0005730,GO:0005737
T2089640000256	Mix		GO:0016020,GO:0005737,GO:0005794
T833330000664	Mix		GO:0005794
T96060006901	Mix	GO:0005829,GO:0016020,GO:0070062	GO:0005794
T96060019070	Mix	GO:0005634,GO:0070062	GO:0005634,GO:0005667
T96060016424	Mix	GO:0070062	GO:0005886
T5592920005895	Mix	GO:0005840	GO:0005737,GO:0005794
T96060009678	Mix	GO:0005886,GO:0009986,GO:0034702	GO:0005794,GO:0005886
T96060019675	Mix	GO:0005730,GO:0005737	GO:0005794,GO:0005829
T96060004065	Mix	GO:0016020	GO:0005634,GO:0005737
T96060007431	Mix	GO:0070062	GO:0005886,GO:0005794
T96060007503	Mix	GO:0005730	GO:0005634,GO:0005730
T96060000602	Mix	GO:0005615,GO:0070062	GO:0005794,GO:0005829
T100900008711	Mix	GO:0043196,GO:0045202	GO:0005794,GO:0005811
T100900001527	Mix	GO:0005737	GO:0005634,GO:0005730,GO:0005737
T100900011950	Mix		GO:0005886,GO:0005737,GO:0005794
T96060012464	Mix	GO:0016020,GO:0070062	GO:0005794
T96060004918	Mix	GO:0016020	GO:0005794,GO:0005886
T100900013233	Mix	GO:0009897	GO:0005886,GO:0005794,GO:0005887
T96060019188	Mix	GO:0005615,GO:0005654,GO:0005829,GO:0030659,GO:0070062	GO:0005634,GO:0005654,GO:0005737,GO:0005794
T100900008433	Mix	GO:0035371	GO:0005794
T96060006267	Mix		GO:0005794
T833330000983	Mix		GO:0005886
T100900008668	Mix	GO:0005615	GO:0005615
T96060014044	Mix	GO:0032593,GO:0048471,GO:0055037	GO:0005739
T833330002946	Mix		GO:0005618
T5592920002561	Mix	GO:0000776,GO:0005816	GO:0000776,GO:0005794
T5592920005756	Mix	GO:0005737	GO:0005737
T100900009519	Mix	GO:0005576	GO:0005886
T79550000006	Mix		GO:0005737
T833330001689	Mix	GO:0043590	GO:0005886,GO:0005618
T100900009226	Mix	GO:0001891,GO:0005902,GO:0030027,GO:0030175,GO:0031256	GO:0005886
T101160005271	Mix		GO:0005622
T100900003230	Mix		GO:0005794
T833330000796	Mix	GO:0005829	GO:0005794
T101160000150	Mix	GO:0005892	GO:0005794
T96060018031	Mix	GO:0005737	GO:0005737
T100900002954	Mix		GO:0005576,GO:0005788
T96060001634	Mix	GO:0070062	GO:0005794,GO:0005829
T96060001266	Mix	GO:0016020	GO:0005794,GO:0005802
T100900013432	Mix	GO:0005634	GO:0005739,GO:0005777
T96060014710	Mix	GO:0005634	GO:0005739
T833330004091	Mix		GO:0016020,GO:0005794
T96060002141	Mix	GO:0005794	GO:0005794,GO:0005886
T96060011009	Mix		GO:0005730,GO:0005739,GO:0005794,GO:0005829,GO:0005886,GO:0005938
T72270002512	Mix	GO:0012505	GO:0005578
T79550000891	Mix		GO:0005634,GO:0005730,GO:0005794
T96060004292	Mix	GO:0005615	GO:0005604,GO:0005615,GO:0048471,GO:0043292,GO:0043025,GO:0043005,GO:0042995,GO:0033267,GO:0031982,GO:0031965,GO:0030672,GO:0016020,GO:0008021
T101160003308	Mix	GO:0005615,GO:0005737	GO:0005615
T100900000284	Mix	GO:0015629,GO:0030485	GO:0005794
T833330002147	Mix	GO:0016020	GO:0005886
T83550000308	Mix		GO:0005794,GO:0005886
T96060011218	Mix		GO:0005634,GO:0005794
T96060014347	Mix	GO:0016020	GO:0005640,GO:0005789,GO:0005794
T96060006950	Mix	GO:0000139	GO:0005634,GO:0005743
T37020008120	Mix	GO:0005634,GO:0005829	GO:0005634
T2848120000833	Mix	GO:0005794	GO:0005794
T100900004122	Mix		GO:0005737
T96060015767	Mix	GO:0070062	GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005794
T100900001080	Mix	GO:0032420	GO:0016020,GO:0005794
T2089640000481	Mix		GO:0016020
T100900001078	Mix		GO:0005886,GO:0005783
T96060007701	Mix	GO:0005634,GO:0070062	GO:0005794
T37020008606	Mix		GO:0005886
T96060007242	Mix		GO:0005667
T100900011319	Mix		GO:0005794
T96060018280	Mix	GO:0070062	GO:0005739,GO:0005777
T2089640000070	Mix		GO:0005886
T2848120003367	Mix	GO:0005794,GO:0032153,GO:0051286	GO:0005794,GO:0005886,GO:0008021
T100900011092	Mix	GO:0005886,GO:0012506,GO:0016021,GO:0030175	GO:0005886,GO:0005794,GO:0008021
T96060010868	Mix	GO:0016020,GO:0016460,GO:0042641,GO:0070062	GO:0001725,GO:0005737,GO:0005794,GO:0005886,GO:0008021
T96060013385	Mix	GO:0070062,GO:0072562	GO:0005886,GO:0016020
T96060007033	Mix	GO:0070062	GO:0005794,GO:0005886
T96060007474	Mix	GO:0070062	GO:0005739
T96060004266	Mix	GO:0005925,GO:0031209,GO:0070062	GO:0043005,GO:0005794,GO:0005845,GO:0005886
T96060006256	Mix	GO:0016020,GO:0070062	GO:0005886,GO:0005794,GO:0005829
T96060006876	Mix	GO:0070062	GO:0005794
T100900005957	Mix	GO:0005615	GO:0005615
T2089640000072	Mix		GO:0016020
T96060006864	Mix	GO:0070062	GO:0005739
T96060017049	Mix	GO:0031527	GO:0005634,GO:0005737
T96060003711	Mix	GO:0016020	GO:0005739
T96060013659	Mix	GO:0005654,GO:0005682,GO:0016020,GO:0071013	GO:0005654,GO:0005682,GO:0005794
T2848120003386	Mix	GO:0005829	GO:0005794
T100900002192	Mix	GO:0005764,GO:0005770	GO:0005764,GO:0005770
T96060003009	Mix	GO:0000815,GO:0005634,GO:0005829,GO:0009898,GO:0030496,GO:0070062	GO:0005794,GO:0005829
T96060013002	Mix		GO:0005794
T83550002759	Mix		GO:0000775,GO:0000785,GO:0005634,GO:0005654,GO:0005694,GO:0005794,GO:0005829
T5592920005707	Mix	GO:0031304	GO:0005739
T96060008090	Mix	GO:0070062,GO:0071748,GO:0071752,GO:0072562	GO:0005576
T100900011417	Mix		GO:0005634
T100900002791	Mix	GO:0005829	GO:0005634
T37020008460	Mix	GO:0009535,GO:0010287	GO:0005618
T96060007692	Mix	GO:0005737,GO:0005886	GO:0005794,GO:0005829,GO:0005886
T100900010969	Mix		GO:0005794,GO:0005886
T100900014866	Mix	GO:0032426	GO:0005794
T96060006734	Mix	GO:0005667,GO:0016363	GO:0005634,GO:0005667,GO:0005794
T96060001257	Mix	GO:0005783,GO:0005886	GO:0005886,GO:0005783
T96060003778	Mix	GO:0070062	GO:0043005,GO:0005794
T96060005038	Mix	GO:0005634	GO:0005634,GO:0005730,GO:0005794
T96060000888	Mix	GO:0005765,GO:0005925,GO:0031902,GO:0070062	GO:0005794
T96060012763	Mix	GO:0070062	GO:0005634
T833330002996	Mix		GO:0005739
T2089640000376	Mix		GO:0005794
T5592920001135	Mix	GO:0005654,GO:0005737,GO:0033588	GO:0005634,GO:0005737,GO:0005794
T100900003813	Mix	GO:0005739	GO:0005739
T100900013004	Mix	GO:0005886,GO:0045202	GO:0005886
T96060016638	Mix		GO:0005737,GO:0005794
T96060014832	Mix	GO:0070062	GO:0001750,GO:0005794,GO:0005886
T100900002646	Mix		GO:0005886
T37020000549	Mix	GO:0005634	GO:0005634
T100900010617	Mix		GO:0005737
T96060006685	Mix	GO:0008074	GO:0005794
T96060019055	Mix	GO:0000139,GO:0033116	GO:0005737
T37020004903	Mix		GO:0005615
T72270002107	Mix	GO:0005814	GO:0005794
T96060010336	Mix	GO:0016020	GO:0005783
T96060001887	Mix	GO:0005814,GO:0034451	GO:0005794
T100900006267	Mix		GO:0005634,GO:0005737
T5592920006026	Mix	GO:0005829,GO:0033100	GO:0005634,GO:0005794
T96060017000	Mix	GO:0005654,GO:0005815	GO:0005730
T100900015249	Mix	GO:0005737	GO:0005737
T37020003124	Mix	GO:0005634	GO:0005634,GO:0005730,GO:0005794
T833330000348	Mix	GO:0005829,GO:0005886	GO:0005739
T5592920004799	Mix	GO:0005768	GO:0005737,GO:0005768
T96060008906	Mix	GO:0070062	GO:0005794
T100900009237	Mix	GO:0005615,GO:0005783,GO:0005794,GO:0033268	GO:0005615
T96060006232	Mix	GO:0005634,GO:0005737,GO:0005815	GO:0005634,GO:0005730,GO:0005737,GO:0005794
T96060008082	Mix	GO:0005615,GO:0005634,GO:0005739,GO:0005777,GO:0005829,GO:0005886,GO:0009986,GO:0031093,GO:0070062	GO:0005886,GO:0005576,GO:0005794
T100900005175	Mix	GO:0005737,GO:0005953	GO:0005737,GO:0005794
T96060005021	Mix	GO:0005930	GO:0005794
T96060010617	Mix	GO:0005737,GO:0005925,GO:0015629	GO:0005737,GO:0005739
T100900015342	Mix	GO:0005886,GO:0043209	GO:0005794,GO:0005886
T100900005043	Mix		GO:0005634
T100900006066	Mix	GO:0005634	GO:0000790
T100900003215	Mix	GO:0005623	GO:0005794
T96060002969	Mix	GO:0005758	GO:0005739
T96060017254	Mix		GO:0016020
T83550000169	Mix	GO:0005890	GO:0005794
T96060007355	Mix	GO:0005634,GO:0070062	GO:0000786,GO:0005634,GO:0005694,GO:0005700,GO:0005704,GO:0005794
T96060019876	Mix		GO:0005634
T5592920003511	Mix	GO:0031314	GO:0005739,GO:0005794
T96060005079	Mix	GO:0005737,GO:0008023	GO:0005634,GO:0005730
T96060006237	Mix	GO:0005765,GO:0005768,GO:0005901,GO:0005925,GO:0008180,GO:0016021,GO:0034451,GO:0070062	GO:0005768,GO:0005794,GO:0005815,GO:0005886,GO:0005901,GO:0008021,GO:0008180
T446890001024	Mix	GO:0015629,GO:0031143	GO:0005794,GO:0005826,GO:0005886
T96060018927	Mix	GO:0005615,GO:0070062	GO:0005576,GO:0005604,GO:0005614,GO:0005794
T101160000148	Mix	GO:0005892	GO:0005886,GO:0005794
T72270003009	Mix	GO:0012505	GO:0005634,GO:0005730,GO:0005737,GO:0005783
T96060006229	Mix	GO:0016607,GO:0031965	GO:0005634,GO:0005730,GO:0005794
T2848120000511	Mix	GO:0005739	GO:0005739
T96060005660	Mix	GO:0005634,GO:0005739,GO:0070062	GO:0005739
T100900004586	Mix		GO:0005634,GO:0005737
T96060011484	Mix	GO:0070062	GO:0005886,GO:0005737,GO:0005739
T96060015291	Mix	GO:0070062	GO:0005794
T833330000992	Mix	GO:0005886	GO:0005794
T96060017103	Mix	GO:0005829	GO:0005794
T833330001560	Mix	GO:0005887	GO:0005886,GO:0005618
T100900005894	Mix	GO:0005634	GO:0001772,GO:0005634
T96060011674	Mix	GO:0016020,GO:0070062	GO:0005739
T96060015692	Mix	GO:0000785,GO:0016363,GO:0042382	GO:0005654,GO:0005794,GO:0005886
T96060019565	Mix	GO:0005783,GO:0005794	GO:0005789
T100900008720	Mix		GO:0000139
T96060006121	Mix	GO:0070062,GO:0072562	GO:0005615,GO:0005794,GO:0005886
T96060017263	Mix	GO:0070062	GO:0005604
T100900007947	Mix	GO:0001674	GO:0005634
T96060007367	Mix	GO:0000228,GO:0000786,GO:0005654,GO:0016020,GO:0043234,GO:0070062	GO:0005794
T96060003780	Mix	GO:0005794,GO:0005829,GO:0005886,GO:0005925,GO:0030864,GO:0031143,GO:0045121,GO:0070062,GO:0097038	GO:0005886,GO:0005737
T96060019491	Mix	GO:0005634	GO:0005634,GO:0005730
T101160004911	Mix	GO:0005783,GO:0005886,GO:0045177,GO:0045178	GO:0005794
T96060018903	Mix	GO:0005634	GO:0005634
T96060008684	Mix	GO:0005634,GO:0005739	GO:0005739,GO:0005743
T2089640000268	Mix		GO:0005794
T833330002549	Mix	GO:0019867	GO:0005794
T96060010469	Mix		GO:0005634,GO:0005737
T96060003333	Mix	GO:0005875	GO:0005794
T96060009539	Mix	GO:0016020	GO:0000148,GO:0005628,GO:0005794
T96060016986	Mix	GO:0005634,GO:0005739	GO:0005739
T100900012873	Mix	GO:0005783	GO:0005794
T96060001397	Mix	GO:0005615,GO:0031012,GO:0070062	GO:0005576,GO:0005794
T96060013864	Mix	GO:0005634	GO:0005739
T96060010842	Mix	GO:0001726,GO:0005886,GO:0005911,GO:0030864,GO:0045121,GO:0070062	GO:0000329,GO:0005794
T96060007396	Mix	GO:0070062	GO:0005794
T100900012857	Mix		GO:0005789,GO:0005794,GO:0005829
T96060011352	Mix	GO:0005829,GO:0005886	GO:0005886,GO:0005794
T100900005176	Mix	GO:0005737,GO:0005953	GO:0005794
T96060006575	Mix	GO:0005730	GO:0005634,GO:0005730,GO:0005794
T96060003346	Mix	GO:0016020,GO:0070062	GO:0005886
T96060009961	Mix	GO:0005737	GO:0000506,GO:0005789
T96060013913	Mix		GO:0005634
T96060016613	Mix	GO:0005634,GO:0005737	GO:0005615
T2848120002757	Mix	GO:0005686	GO:0005686
T100900010381	Mix		GO:0005576
T100900002604	Mix		GO:0005794,GO:0005886
T100900004010	Mix		GO:0016020
T833330002101	Mix	GO:0019897	GO:0005794,GO:0005829
T100900013156	Mix	GO:0005911	GO:0005886,GO:0005794
T72270001954	Mix		GO:0005794
T96060016801	Mix	GO:0008021	GO:0030672,GO:0000795,GO:0005794,GO:0005886,GO:0008021
T833330001227	Mix	GO:0005737	GO:0005739
T100900014728	Mix		GO:0005737
T2848120002182	Mix	GO:0005634,GO:0005829,GO:0032153	GO:0005634,GO:0005794,GO:0005829
T96060005748	Mix	GO:0005634	GO:0005730
T2848120002011	Mix	GO:0005783	GO:0005622
T100900010833	Mix	GO:0005730	GO:0005886,GO:0005634,GO:0005730
T37020005444	Mix	GO:0005634	GO:0000805,GO:0000806,GO:0001741,GO:0005634,GO:0005737,GO:0005794
T100900013414	Mix	GO:0016514,GO:0071564,GO:0071565	GO:0005794,GO:0005886
T100900001528	Mix		GO:0005634,GO:0005737
T96060006028	Mix		GO:0005634
T96060008590	Mix	GO:0070062	GO:0005622,GO:0005794,GO:0005886
T96060015106	Mix	GO:0045121,GO:0070062	GO:0005783
T96060007209	Mix	GO:0016020	GO:0016020,GO:0005737
T5592920005517	Mix	GO:0005628	GO:0005634,GO:0005739
T100900010394	Mix	GO:0005829	GO:0005794,GO:0005886,GO:0005576,GO:0005887,GO:0005901,GO:0008021
T96060007303	Mix	GO:0005886,GO:0070062	GO:0005886
T96060003689	Mix	GO:0005634	GO:0005604,GO:0005614,GO:0005794
T96060016945	Mix	GO:0005886,GO:0016021	GO:0005886
T96060013380	Mix	GO:0000783,GO:0005654,GO:0005737	GO:0000781,GO:0000783,GO:0005654
T96060004460	Mix	GO:0070062	GO:0005737
T96060014921	Mix	GO:0005730	GO:0005634,GO:0005730,GO:0005737,GO:0005794,GO:0005840
T96060010989	Mix	GO:0070062	GO:0005794,GO:0005576,GO:0005737,GO:0005764,GO:0005886
T100900010982	Mix		GO:0005886,GO:0005794
T37020007717	Mix		GO:0005794
T96060012088	Mix	GO:0005886,GO:0032154,GO:0055037,GO:0090543,GO:0097431,GO:1990023	GO:0005886
T101160004977	Mix		GO:0005634,GO:0005730,GO:0005737
T2089640000711	Mix		GO:0005886
T96060007363	Mix	GO:0000790,GO:0001740,GO:0035098,GO:0070062	GO:0001740,GO:0005634
T100900014865	Mix	GO:0009897,GO:0032426	GO:0005794,GO:0005886
T833330000098	Mix	GO:0030288	GO:0005794
T96060003902	Mix	GO:0070062	GO:0005794
T96060019467	Mix	GO:0005615,GO:0005634,GO:0070062	GO:0005615
T833330000347	Mix	GO:0005829,GO:0005886	GO:0005576
T833330001809	Mix		GO:0005618
T96060018575	Mix	GO:0005634,GO:0005737,GO:0005813,GO:0016020	GO:0005737,GO:0005794,GO:0005886
T96060007190	Mix	GO:0070062	GO:0005794
T96060009391	Mix	GO:0005634,GO:0070062	GO:0005737,GO:0005794
T37020000072	Mix	GO:0005829	GO:0005634,GO:0005737,GO:0005794
T96060009489	Mix	GO:0005737,GO:0005911,GO:0070062,GO:0097025	GO:0005794
T96060014997	Mix	GO:0005739	GO:0005739
T96060000634	Mix	GO:0016020	GO:0005634,GO:0005730
T96060005920	Mix	GO:0005634,GO:0005737	GO:0005622
T96060007375	Mix	GO:0005654,GO:0070062	GO:0000790
T96060003880	Mix	GO:0000776	GO:0005794
T96060000774	Mix	GO:0005765,GO:0005769,GO:0030904,GO:0044354,GO:0070062	GO:0005794
T100900004344	Mix	GO:0005634	GO:0005634
T833330001685	Mix	GO:0005856	GO:0005794
T100900005541	Mix	GO:0005884,GO:0030027	GO:0005794
T96060005068	Mix	GO:0005634,GO:0005737,GO:0005886	GO:0005794,GO:0005886
T96060017964	Mix	GO:0070062	GO:0005794
T96060002760	Mix	GO:0005886,GO:0016021,GO:0070062	GO:0005886,GO:0016020,GO:0005794
T100900011918	Mix	GO:0005622	GO:0005794
T96060000351	Mix	GO:0005634,GO:0070062	GO:0005739
T83550001231	Mix	GO:0005654,GO:0005719,GO:0005720,GO:0070062	GO:0005576
T100900001718	Mix		GO:0005886
T79550001907	Mix		GO:0005634,GO:0005737,GO:0005794
T96060017003	Mix	GO:0005669,GO:0033276	GO:0005669,GO:0005794
T96060003320	Mix	GO:0009986	GO:0005794
T96060014605	Mix	GO:0022625	GO:0005794,GO:0005829
T96060011353	Mix	GO:0005634,GO:0070062	GO:0005739
T100900016367	Mix	GO:0000502	GO:0005634,GO:0005730,GO:0005737
T96060018256	Mix		GO:0005634,GO:0005737,GO:0005794
T96060017587	Mix	GO:0005765,GO:0005770,GO:0048471,GO:0070062	GO:0005783
T72270002683	Mix	GO:0005739	GO:0005886,GO:0005737,GO:0005739,GO:0005759
T833330000626	Mix	GO:0005887	GO:0005794
T100900010249	Mix	GO:0005622	GO:0005737,GO:0005794
T2089640000338	Mix		GO:0005777
T96060013121	Mix	GO:0005829,GO:0005886,GO:0042629	GO:0005886,GO:0005794
T96060017140	Mix	GO:0005634	GO:0005634
T96060012872	Mix	GO:0070062	GO:0005768
T833330001230	Mix	GO:0005737	GO:0005794
T96060013633	Mix	GO:0070062	GO:0005794
T5592920003133	Mix	GO:0000932	GO:0005737
T100900004539	Mix	GO:0005623,GO:0016020	GO:0005783
T96060001235	Mix		GO:0005794,GO:0005829,GO:0005886,GO:0008021,GO:0009898
T37020009512	Mix	GO:0005618,GO:0005774,GO:0005886,GO:0009506,GO:0009507,GO:0022627	GO:0005576
T96060007527	Mix	GO:0005634,GO:0005737,GO:0016020	GO:0005634,GO:0005737
T83550001226	Mix	GO:0005654	GO:0000786,GO:0005634,GO:0005694,GO:0005700,GO:0005704,GO:0005794
T96060013667	Mix	GO:0005634,GO:0005737,GO:0016020	GO:0016020,GO:0001726,GO:0005794,GO:0005884,GO:0005886,GO:0005938,GO:0008021,GO:0030424,GO:0030425,GO:0030672
T96060016354	Mix	GO:0005634	GO:0005634
T96060008652	Mix	GO:0005730,GO:0005737,GO:0005886	GO:0005886,GO:0005634,GO:0005730,GO:0005737
T100900015385	Mix	GO:0005929,GO:0030992	GO:0005794,GO:0005879,GO:0005886
T96060007154	Mix	GO:0005788	GO:0005794
T101160001221	Mix	GO:0005615,GO:0005634	GO:0005576
T96060003645	Mix	GO:0005654	GO:0005634,GO:0005654
T5592920002944	Mix	GO:0005737	GO:0005737
T100900008816	Mix	GO:0005776,GO:0005930,GO:0016020	GO:0005776
T100900010904	Mix	GO:0005829	GO:0005794
T96060018152	Mix	GO:0005887,GO:0070062	GO:0005794
